plan_id,plan_date,item_id,item_name,current_on_hand,net_available_inventory,stockout_risk_class,stockout_risk_probability,recommended_action,recommended_order_qty,recommended_order_multiple,expected_arrival_date,projected_days_of_supply,expected_holding_cost,expected_stockout_penalty,expected_total_cost,algorithm_used,reason_code,explanation,constraint_flags,approval_status,review_notes
431,2026-03-08,8003,SC01-R01,869,2079.0,Low,2.7107042394004695e-06,WAIT,0,0,,999.0,0.0,0.0,0.0,Naive Bayes + Rule-Based Planning,SUFFICIENT_COVERAGE,"Wait recommended because available and inbound supply are sufficient for projected demand, and current stockout risk is Low (0.00).",OPEN_PO_EXISTS; OPEN_SO_EXISTS,Pending,
432,2026-03-08,8004,GS01-R01,1084,2294.0,Low,2.375979369283975e-06,WAIT,0,0,,999.0,0.0,0.0,0.0,Naive Bayes + Rule-Based Planning,SUFFICIENT_COVERAGE,"Wait recommended because available and inbound supply are sufficient for projected demand, and current stockout risk is Low (0.00).",OPEN_PO_EXISTS; OPEN_SO_EXISTS,Pending,
433,2026-03-08,8005,FP03-R01,1076,2262.0,Low,7.393008698021375e-18,WAIT,0,0,,2262.0,0.0,0.0,0.0,Naive Bayes + Rule-Based Planning,SUFFICIENT_COVERAGE,"Wait recommended because available and inbound supply are sufficient for projected demand, and current stockout risk is Low (0.00).",OPEN_PO_EXISTS; OPEN_SO_EXISTS,Pending,
434,2026-03-08,8006,FP02-R01,1050,2236.0,Low,1.6195613175256462e-17,WAIT,0,0,,2236.0,0.0,0.0,0.0,Naive Bayes + Rule-Based Planning,SUFFICIENT_COVERAGE,"Wait recommended because available and inbound supply are sufficient for projected demand, and current stockout risk is Low (0.00).",OPEN_PO_EXISTS; OPEN_SO_EXISTS,Pending,
435,2026-03-08,8007,FP01-R01,1033,2231.0,Low,1.9037115566813147e-17,WAIT,0,0,,2231.0,0.0,0.0,0.0,Naive Bayes + Rule-Based Planning,SUFFICIENT_COVERAGE,"Wait recommended because available and inbound supply are sufficient for projected demand, and current stockout risk is Low (0.00).",OPEN_PO_EXISTS; OPEN_SO_EXISTS,Pending,
436,2026-03-08,8008,AP03-R01,466,1663.0,Low,0.000792738341768675,REORDER,1500,3,2026-07-06,175.72222222222223,375.0,0.0,375.0,Naive Bayes + Rule-Based Planning,REORDER_TRIGGER,"Reorder recommended because net available inventory (1663.0) is at or below the reorder trigger, stockout risk is Low (0.00), and MOQ rules require an order quantity of 1500 units.",MOQ_APPLIED; HIGH_CRITICALITY; OPEN_PO_EXISTS; OPEN_SO_EXISTS,Pending,
437,2026-03-08,8009,AP02-R01,1172,2382.0,Low,2.2315337630223374e-06,WAIT,0,0,,999.0,0.0,0.0,0.0,Naive Bayes + Rule-Based Planning,SUFFICIENT_COVERAGE,"Wait recommended because available and inbound supply are sufficient for projected demand, and current stockout risk is Low (0.00).",OPEN_PO_EXISTS; OPEN_SO_EXISTS,Pending,
438,2026-03-08,8010,AP01-R01,1138,2324.0,Low,2.2860743778200233e-06,WAIT,0,0,,999.0,0.0,0.0,0.0,Naive Bayes + Rule-Based Planning,SUFFICIENT_COVERAGE,"Wait recommended because available and inbound supply are sufficient for projected demand, and current stockout risk is Low (0.00).",OPEN_PO_EXISTS; OPEN_SO_EXISTS,Pending,
439,2026-03-08,8011,BP06-R01,865,2026.0,Low,2.675221882993693e-06,WAIT,0,0,,999.0,0.0,0.0,0.0,Naive Bayes + Rule-Based Planning,SUFFICIENT_COVERAGE,"Wait recommended because available and inbound supply are sufficient for projected demand, and current stockout risk is Low (0.00).",OPEN_PO_EXISTS; OPEN_SO_EXISTS,Pending,
440,2026-03-08,8012,BP05-R01,751,1840.0,Low,7.093106665174834e-13,WAIT,0,0,,1840.0,0.0,0.0,0.0,Naive Bayes + Rule-Based Planning,SUFFICIENT_COVERAGE,"Wait recommended because available and inbound supply are sufficient for projected demand, and current stockout risk is Low (0.00).",OPEN_PO_EXISTS; OPEN_SO_EXISTS,Pending,
441,2026-03-08,8013,BP04-R01,461,1646.0,Low,0.00019678817449709187,WAIT,0,0,,548.6666666666666,0.0,0.0,0.0,Naive Bayes + Rule-Based Planning,SUFFICIENT_COVERAGE,"Wait recommended because available and inbound supply are sufficient for projected demand, and current stockout risk is Low (0.00).",HIGH_CRITICALITY; OPEN_PO_EXISTS; OPEN_SO_EXISTS,Pending,
442,2026-03-08,8014,BP03-R01,1109,2319.0,Low,1.3139680450787241e-18,WAIT,0,0,,2319.0,0.0,0.0,0.0,Naive Bayes + Rule-Based Planning,SUFFICIENT_COVERAGE,"Wait recommended because available and inbound supply are sufficient for projected demand, and current stockout risk is Low (0.00).",OPEN_PO_EXISTS; OPEN_SO_EXISTS,Pending,
443,2026-03-08,8015,BP02-R01,1572,3213.0,Low,5.4614882121521056e-33,WAIT,0,0,,3213.0,0.0,0.0,0.0,Naive Bayes + Rule-Based Planning,SUFFICIENT_COVERAGE,"Wait recommended because available and inbound supply are sufficient for projected demand, and current stockout risk is Low (0.00).",OPEN_PO_EXISTS; OPEN_SO_EXISTS,Pending,
444,2026-03-08,8016,BP01-R01,1037,2235.0,Low,0.0005575170950662032,WAIT,0,0,,186.25,0.0,0.0,0.0,Naive Bayes + Rule-Based Planning,SUFFICIENT_COVERAGE,"Wait recommended because available and inbound supply are sufficient for projected demand, and current stockout risk is Low (0.00).",OPEN_PO_EXISTS; OPEN_SO_EXISTS,Pending,
445,2026-03-08,8017,HS03-R01,584,1678.0,Low,3.0177393944185616e-06,WAIT,0,0,,999.0,0.0,0.0,0.0,Naive Bayes + Rule-Based Planning,SUFFICIENT_COVERAGE,"Wait recommended because available and inbound supply are sufficient for projected demand, and current stockout risk is Low (0.00).",OPEN_PO_EXISTS; OPEN_SO_EXISTS,Pending,
446,2026-03-08,8018,HS02-R01,1118,2301.0,Low,2.3159885070367264e-06,WAIT,0,0,,999.0,0.0,0.0,0.0,Naive Bayes + Rule-Based Planning,SUFFICIENT_COVERAGE,"Wait recommended because available and inbound supply are sufficient for projected demand, and current stockout risk is Low (0.00).",OPEN_PO_EXISTS; OPEN_SO_EXISTS,Pending,
447,2026-03-08,8019,HS01-R01,1128,2310.0,Low,2.2986773646302947e-06,WAIT,0,0,,999.0,0.0,0.0,0.0,Naive Bayes + Rule-Based Planning,SUFFICIENT_COVERAGE,"Wait recommended because available and inbound supply are sufficient for projected demand, and current stockout risk is Low (0.00).",OPEN_PO_EXISTS; OPEN_SO_EXISTS,Pending,
448,2026-03-08,8020,AL03-R01,1408,2998.0,Low,0.0007023366694660212,REORDER,4000,8,2026-07-06,134.57692307692307,1000.0,0.0,1000.0,Naive Bayes + Rule-Based Planning,REORDER_TRIGGER,"Reorder recommended because net available inventory (2998.0) is at or below the reorder trigger, stockout risk is Low (0.00), and MOQ rules require an order quantity of 4000 units.",MOQ_APPLIED; OPEN_PO_EXISTS; OPEN_SO_EXISTS,Pending,
449,2026-03-08,8021,AL02-R01,1170,2360.0,Low,2.2371821339220786e-06,WAIT,0,0,,999.0,0.0,0.0,0.0,Naive Bayes + Rule-Based Planning,SUFFICIENT_COVERAGE,"Wait recommended because available and inbound supply are sufficient for projected demand, and current stockout risk is Low (0.00).",OPEN_PO_EXISTS; OPEN_SO_EXISTS,Pending,
450,2026-03-08,8022,AL01-R01,1131,2321.0,Low,1.218466124931546e-18,WAIT,0,0,,2321.0,0.0,0.0,0.0,Naive Bayes + Rule-Based Planning,SUFFICIENT_COVERAGE,"Wait recommended because available and inbound supply are sufficient for projected demand, and current stockout risk is Low (0.00).",OPEN_PO_EXISTS; OPEN_SO_EXISTS,Pending,
451,2026-03-08,8023,BL06-R01,1328,2902.0,Low,1.9831882761352853e-06,WAIT,0,0,,999.0,0.0,0.0,0.0,Naive Bayes + Rule-Based Planning,SUFFICIENT_COVERAGE,"Wait recommended because available and inbound supply are sufficient for projected demand, and current stockout risk is Low (0.00).",OPEN_PO_EXISTS; OPEN_SO_EXISTS,Pending,
452,2026-03-08,8024,BL05-R01,1180,2370.0,Low,2.220607270693105e-06,WAIT,0,0,,999.0,0.0,0.0,0.0,Naive Bayes + Rule-Based Planning,SUFFICIENT_COVERAGE,"Wait recommended because available and inbound supply are sufficient for projected demand, and current stockout risk is Low (0.00).",OPEN_PO_EXISTS; OPEN_SO_EXISTS,Pending,
453,2026-03-08,8025,BL04-R01,1110,2236.0,Low,2.292085254329887e-06,WAIT,0,0,,999.0,0.0,0.0,0.0,Naive Bayes + Rule-Based Planning,SUFFICIENT_COVERAGE,"Wait recommended because available and inbound supply are sufficient for projected demand, and current stockout risk is Low (0.00).",OPEN_PO_EXISTS; OPEN_SO_EXISTS,Pending,
454,2026-03-08,8026,BL03-R01,1148,2330.0,Low,2.265846480863319e-06,WAIT,0,0,,999.0,0.0,0.0,0.0,Naive Bayes + Rule-Based Planning,SUFFICIENT_COVERAGE,"Wait recommended because available and inbound supply are sufficient for projected demand, and current stockout risk is Low (0.00).",OPEN_PO_EXISTS; OPEN_SO_EXISTS,Pending,
455,2026-03-08,8027,BL02-R01,1088,2271.0,Low,0.0004843249576781984,WAIT,0,0,,267.1764705882353,0.0,0.0,0.0,Naive Bayes + Rule-Based Planning,SUFFICIENT_COVERAGE,"Wait recommended because available and inbound supply are sufficient for projected demand, and current stockout risk is Low (0.00).",OPEN_PO_EXISTS; OPEN_SO_EXISTS,Pending,
456,2026-03-08,8028,BL01-R01,1132,2298.0,Low,0.0005262990628011505,WAIT,0,0,,191.5,0.0,0.0,0.0,Naive Bayes + Rule-Based Planning,SUFFICIENT_COVERAGE,"Wait recommended because available and inbound supply are sufficient for projected demand, and current stockout risk is Low (0.00).",OPEN_PO_EXISTS; OPEN_SO_EXISTS,Pending,
457,2026-03-08,8029,PP02-R01,971,1983.0,Low,2.5475594391582625e-06,WAIT,0,0,,999.0,0.0,0.0,0.0,Naive Bayes + Rule-Based Planning,SUFFICIENT_COVERAGE,"Wait recommended because available and inbound supply are sufficient for projected demand, and current stockout risk is Low (0.00).",OPEN_PO_EXISTS; OPEN_SO_EXISTS,Pending,
458,2026-03-08,8030,PP01-R01,966,1978.0,Low,2.5553088853246367e-06,WAIT,0,0,,999.0,0.0,0.0,0.0,Naive Bayes + Rule-Based Planning,SUFFICIENT_COVERAGE,"Wait recommended because available and inbound supply are sufficient for projected demand, and current stockout risk is Low (0.00).",OPEN_PO_EXISTS; OPEN_SO_EXISTS,Pending,
459,2026-03-08,8099,916-16EWG,0,532.0,Low,3.3354089559527853e-06,REORDER,500,1,2026-07-06,999.0,750.0,0.0,750.0,Naive Bayes + Rule-Based Planning,REORDER_TRIGGER,"Reorder recommended because net available inventory (532.0) is at or below the reorder trigger, stockout risk is Low (0.00), and MOQ rules require an order quantity of 500 units.",MOQ_APPLIED; HIGH_CRITICALITY; OPEN_PO_EXISTS,Pending,
460,2026-03-08,8100,916-18EWG,0,532.0,Low,3.3354089559527853e-06,REORDER,500,1,2026-07-06,999.0,750.0,0.0,750.0,Naive Bayes + Rule-Based Planning,REORDER_TRIGGER,"Reorder recommended because net available inventory (532.0) is at or below the reorder trigger, stockout risk is Low (0.00), and MOQ rules require an order quantity of 500 units.",MOQ_APPLIED; HIGH_CRITICALITY; OPEN_PO_EXISTS,Pending,
461,2026-03-08,8101,1895-9EWG,0,0.0,Low,3.2770019659521374e-06,REORDER,500,1,2026-07-06,999.0,750.0,0.0,750.0,Naive Bayes + Rule-Based Planning,REORDER_TRIGGER,"Reorder recommended because net available inventory (0.0) is at or below the reorder trigger, stockout risk is Low (0.00), and MOQ rules require an order quantity of 500 units.",MOQ_APPLIED,Pending,
462,2026-03-08,8103,BM49,0,0.0,Low,3.2770019659521374e-06,REORDER,500,1,2026-07-06,999.0,10.0,0.0,10.0,Naive Bayes + Rule-Based Planning,REORDER_TRIGGER,"Reorder recommended because net available inventory (0.0) is at or below the reorder trigger, stockout risk is Low (0.00), and MOQ rules require an order quantity of 500 units.",MOQ_APPLIED,Pending,
463,2026-03-08,8105,BM61,0,0.0,Low,3.2770019659521374e-06,REORDER,500,1,2026-07-06,999.0,10.0,0.0,10.0,Naive Bayes + Rule-Based Planning,REORDER_TRIGGER,"Reorder recommended because net available inventory (0.0) is at or below the reorder trigger, stockout risk is Low (0.00), and MOQ rules require an order quantity of 500 units.",MOQ_APPLIED,Pending,
464,2026-03-08,8107,ELF001-1,258,558.0,Low,0.00019176268375873073,WAIT,500,1,,1058.0,375.0,0.0,375.0,Naive Bayes + Rule-Based Planning,SUFFICIENT_COVERAGE,"Wait recommended because available and inbound supply are sufficient for projected demand, and current stockout risk is Low (0.00).",MOQ_APPLIED; OPEN_PO_EXISTS,Pending,
465,2026-03-08,8108,BXGTLM1524V,0,9012.0,Low,3.950213375159117e-06,WAIT,0,0,,999.0,0.0,0.0,0.0,Naive Bayes + Rule-Based Planning,SUFFICIENT_COVERAGE,"Wait recommended because available and inbound supply are sufficient for projected demand, and current stockout risk is Low (0.00).",HIGH_CRITICALITY; OPEN_PO_EXISTS,Pending,
466,2026-03-08,8109,BXGTLM1301V,0,4608.0,Low,3.7147746286164704e-06,WAIT,0,0,,999.0,0.0,0.0,0.0,Naive Bayes + Rule-Based Planning,SUFFICIENT_COVERAGE,"Wait recommended because available and inbound supply are sufficient for projected demand, and current stockout risk is Low (0.00).",HIGH_CRITICALITY; OPEN_PO_EXISTS,Pending,
467,2026-03-08,8110,BXGTLM2736V,0,12024.0,Low,3.9865962667089775e-06,WAIT,0,0,,999.0,0.0,0.0,0.0,Naive Bayes + Rule-Based Planning,SUFFICIENT_COVERAGE,"Wait recommended because available and inbound supply are sufficient for projected demand, and current stockout risk is Low (0.00).",HIGH_CRITICALITY; OPEN_PO_EXISTS,Pending,
468,2026-03-08,8111,BXGTLM1515V,0,18036.0,Low,3.748767225149109e-06,WAIT,0,0,,999.0,0.0,0.0,0.0,Naive Bayes + Rule-Based Planning,SUFFICIENT_COVERAGE,"Wait recommended because available and inbound supply are sufficient for projected demand, and current stockout risk is Low (0.00).",HIGH_CRITICALITY; OPEN_PO_EXISTS,Pending,
469,2026-03-08,8112,BXGTLM1111V,0,10080.0,Low,3.975198815159855e-06,WAIT,0,0,,999.0,0.0,0.0,0.0,Naive Bayes + Rule-Based Planning,SUFFICIENT_COVERAGE,"Wait recommended because available and inbound supply are sufficient for projected demand, and current stockout risk is Low (0.00).",HIGH_CRITICALITY; OPEN_PO_EXISTS,Pending,
470,2026-03-08,8113,BXGTLM1119V,0,18144.0,Low,3.740987906443111e-06,WAIT,0,0,,999.0,0.0,0.0,0.0,Naive Bayes + Rule-Based Planning,SUFFICIENT_COVERAGE,"Wait recommended because available and inbound supply are sufficient for projected demand, and current stockout risk is Low (0.00).",HIGH_CRITICALITY; OPEN_PO_EXISTS,Pending,
471,2026-03-08,8114,BXGTLM1117V,0,12096.0,Low,3.986167750916293e-06,WAIT,0,0,,999.0,0.0,0.0,0.0,Naive Bayes + Rule-Based Planning,SUFFICIENT_COVERAGE,"Wait recommended because available and inbound supply are sufficient for projected demand, and current stockout risk is Low (0.00).",HIGH_CRITICALITY; OPEN_PO_EXISTS,Pending,
472,2026-03-08,8115,BXGTLM1112V,0,6144.0,Low,3.8199269023247304e-06,WAIT,0,0,,999.0,0.0,0.0,0.0,Naive Bayes + Rule-Based Planning,SUFFICIENT_COVERAGE,"Wait recommended because available and inbound supply are sufficient for projected demand, and current stockout risk is Low (0.00).",HIGH_CRITICALITY; OPEN_PO_EXISTS,Pending,
473,2026-03-08,8116,BXGTLM1824V,0,6006.0,Low,3.8114407395528018e-06,WAIT,0,0,,999.0,0.0,0.0,0.0,Naive Bayes + Rule-Based Planning,SUFFICIENT_COVERAGE,"Wait recommended because available and inbound supply are sufficient for projected demand, and current stockout risk is Low (0.00).",HIGH_CRITICALITY; OPEN_PO_EXISTS,Pending,
474,2026-03-08,8117,BXGTLM1206V,0,16032.0,High,1.0,EXPEDITE,225500,451,2026-07-06,120.52495009980039,56375.0,0.0,56375.0,Naive Bayes + Rule-Based Planning,HIGH_RISK_LATE_INBOUND,"Expedite recommended because stockout risk is High (1.00), net available inventory is below lead-time demand, and existing inbound supply arrives too late.",MOQ_APPLIED; HIGH_CRITICALITY; OPEN_PO_EXISTS,Pending,
475,2026-03-08,8118,BXGTLM1411V,0,19524.0,High,1.0,EXPEDITE,222000,444,2026-07-06,120.52095808383234,55500.0,0.0,55500.0,Naive Bayes + Rule-Based Planning,HIGH_RISK_LATE_INBOUND,"Expedite recommended because stockout risk is High (1.00), net available inventory is below lead-time demand, and existing inbound supply arrives too late.",MOQ_APPLIED; HIGH_CRITICALITY; OPEN_PO_EXISTS,Pending,
476,2026-03-08,8119,BXGTLM1143V,0,6048.0,Low,3.8140441099697156e-06,WAIT,0,0,,999.0,0.0,0.0,0.0,Naive Bayes + Rule-Based Planning,SUFFICIENT_COVERAGE,"Wait recommended because available and inbound supply are sufficient for projected demand, and current stockout risk is Low (0.00).",HIGH_CRITICALITY; OPEN_PO_EXISTS,Pending,
477,2026-03-08,8120,BXGTLM1126V,0,13728.0,Low,3.960232464671699e-06,WAIT,0,0,,999.0,0.0,0.0,0.0,Naive Bayes + Rule-Based Planning,SUFFICIENT_COVERAGE,"Wait recommended because available and inbound supply are sufficient for projected demand, and current stockout risk is Low (0.00).",HIGH_CRITICALITY; OPEN_PO_EXISTS,Pending,
478,2026-03-08,8121,BXGTLM965A7V,0,8064.0,Low,3.917138264978085e-06,WAIT,0,0,,999.0,0.0,0.0,0.0,Naive Bayes + Rule-Based Planning,SUFFICIENT_COVERAGE,"Wait recommended because available and inbound supply are sufficient for projected demand, and current stockout risk is Low (0.00).",HIGH_CRITICALITY; OPEN_PO_EXISTS,Pending,
479,2026-03-08,8122,BXGTLM1732V,0,7560.0,Low,3.89547094859608e-06,WAIT,0,0,,999.0,0.0,0.0,0.0,Naive Bayes + Rule-Based Planning,SUFFICIENT_COVERAGE,"Wait recommended because available and inbound supply are sufficient for projected demand, and current stockout risk is Low (0.00).",HIGH_CRITICALITY; OPEN_PO_EXISTS,Pending,
480,2026-03-08,8123,BXGTLM1701V,0,4608.0,Low,3.7147746286164704e-06,WAIT,0,0,,999.0,0.0,0.0,0.0,Naive Bayes + Rule-Based Planning,SUFFICIENT_COVERAGE,"Wait recommended because available and inbound supply are sufficient for projected demand, and current stockout risk is Low (0.00).",HIGH_CRITICALITY; OPEN_PO_EXISTS,Pending,
481,2026-03-08,8124,BXGTLM1703V,0,7500.0,Low,3.892705710580966e-06,WAIT,0,0,,999.0,0.0,0.0,0.0,Naive Bayes + Rule-Based Planning,SUFFICIENT_COVERAGE,"Wait recommended because available and inbound supply are sufficient for projected demand, and current stockout risk is Low (0.00).",HIGH_CRITICALITY; OPEN_PO_EXISTS,Pending,
482,2026-03-08,8125,BXGTLM1546V,0,15096.0,Low,3.914915235176162e-06,WAIT,0,0,,999.0,0.0,0.0,0.0,Naive Bayes + Rule-Based Planning,SUFFICIENT_COVERAGE,"Wait recommended because available and inbound supply are sufficient for projected demand, and current stockout risk is Low (0.00).",HIGH_CRITICALITY; OPEN_PO_EXISTS,Pending,
483,2026-03-08,8126,BXGTLM1545V,0,15096.0,Low,3.914915235176162e-06,WAIT,0,0,,999.0,0.0,0.0,0.0,Naive Bayes + Rule-Based Planning,SUFFICIENT_COVERAGE,"Wait recommended because available and inbound supply are sufficient for projected demand, and current stockout risk is Low (0.00).",HIGH_CRITICALITY; OPEN_PO_EXISTS,Pending,
484,2026-03-08,8127,BXGTLM1538V,0,12096.0,Low,3.986167750916293e-06,WAIT,0,0,,999.0,0.0,0.0,0.0,Naive Bayes + Rule-Based Planning,SUFFICIENT_COVERAGE,"Wait recommended because available and inbound supply are sufficient for projected demand, and current stockout risk is Low (0.00).",HIGH_CRITICALITY; OPEN_PO_EXISTS,Pending,
485,2026-03-08,8128,BXGTLM1540V,0,18144.0,Low,3.740987906443111e-06,WAIT,0,0,,999.0,0.0,0.0,0.0,Naive Bayes + Rule-Based Planning,SUFFICIENT_COVERAGE,"Wait recommended because available and inbound supply are sufficient for projected demand, and current stockout risk is Low (0.00).",HIGH_CRITICALITY; OPEN_PO_EXISTS,Pending,
486,2026-03-08,8129,BXGTLM1534V,0,27168.0,Low,2.7858368733363406e-06,WAIT,0,0,,999.0,0.0,0.0,0.0,Naive Bayes + Rule-Based Planning,SUFFICIENT_COVERAGE,"Wait recommended because available and inbound supply are sufficient for projected demand, and current stockout risk is Low (0.00).",HIGH_CRITICALITY; OPEN_PO_EXISTS,Pending,
487,2026-03-08,8130,BXGTLM1535V,0,27168.0,High,1.0,EXPEDITE,216000,432,2026-07-06,120.61904761904762,54000.0,0.0,54000.0,Naive Bayes + Rule-Based Planning,HIGH_RISK_LATE_INBOUND,"Expedite recommended because stockout risk is High (1.00), net available inventory is below lead-time demand, and existing inbound supply arrives too late.",MOQ_APPLIED; HIGH_CRITICALITY; OPEN_PO_EXISTS,Pending,
488,2026-03-08,8131,BXGTLM1717,0,6048.0,Low,3.8140441099697156e-06,WAIT,0,0,,999.0,0.0,0.0,0.0,Naive Bayes + Rule-Based Planning,SUFFICIENT_COVERAGE,"Wait recommended because available and inbound supply are sufficient for projected demand, and current stockout risk is Low (0.00).",HIGH_CRITICALITY; OPEN_PO_EXISTS,Pending,
489,2026-03-08,8132,RPS203EW,-600,1980.0,Low,3.094879968434717e-06,WAIT,0,0,,999.0,0.0,0.0,0.0,Naive Bayes + Rule-Based Planning,SUFFICIENT_COVERAGE,"Wait recommended because available and inbound supply are sufficient for projected demand, and current stockout risk is Low (0.00).",HIGH_CRITICALITY; OPEN_PO_EXISTS,Pending,
490,2026-03-08,8133,ST208EW,-1212,1464.0,Low,2.118171558006624e-06,WAIT,0,0,,999.0,0.0,0.0,0.0,Naive Bayes + Rule-Based Planning,SUFFICIENT_COVERAGE,"Wait recommended because available and inbound supply are sufficient for projected demand, and current stockout risk is Low (0.00).",HIGH_CRITICALITY; OPEN_PO_EXISTS,Pending,
491,2026-03-08,8134,TS203EW,-180,1350.0,Low,3.3857149482262963e-06,WAIT,0,0,,999.0,0.0,0.0,0.0,Naive Bayes + Rule-Based Planning,SUFFICIENT_COVERAGE,"Wait recommended because available and inbound supply are sufficient for projected demand, and current stockout risk is Low (0.00).",HIGH_CRITICALITY; OPEN_PO_EXISTS,Pending,
492,2026-03-08,8135,LRK009EW,-1860,1944.0,Low,1.1143677835095773e-06,WAIT,0,0,,999.0,0.0,0.0,0.0,Naive Bayes + Rule-Based Planning,SUFFICIENT_COVERAGE,"Wait recommended because available and inbound supply are sufficient for projected demand, and current stockout risk is Low (0.00).",HIGH_CRITICALITY; OPEN_PO_EXISTS,Pending,
493,2026-03-08,8136,51319-1,840,6720.0,High,1.0,EXPEDITE,32500,65,2026-06-06,93.38095238095238,48750.0,0.0,48750.0,Naive Bayes + Rule-Based Planning,HIGH_RISK_LATE_INBOUND,"Expedite recommended because stockout risk is High (1.00), net available inventory is below lead-time demand, and existing inbound supply arrives too late.",MOQ_APPLIED; HIGH_CRITICALITY; OPEN_PO_EXISTS; OPEN_SO_EXISTS,Pending,
494,2026-03-08,8138,RM14/16-BRACKET,0,0.0,Low,3.2770019659521374e-06,REORDER,1000,1,2026-07-06,999.0,500.0,0.0,500.0,Naive Bayes + Rule-Based Planning,REORDER_TRIGGER,"Reorder recommended because net available inventory (0.0) is at or below the reorder trigger, stockout risk is Low (0.00), and MOQ rules require an order quantity of 1000 units.",MOQ_APPLIED,Pending,
495,2026-03-08,8139,RM14-UHS,0,0.0,Low,3.2770019659521374e-06,REORDER,1000,1,2026-07-06,999.0,500.0,0.0,500.0,Naive Bayes + Rule-Based Planning,REORDER_TRIGGER,"Reorder recommended because net available inventory (0.0) is at or below the reorder trigger, stockout risk is Low (0.00), and MOQ rules require an order quantity of 1000 units.",MOQ_APPLIED,Pending,
496,2026-03-08,8140,RM14-LHS,0,0.0,Low,3.2770019659521374e-06,REORDER,1000,1,2026-07-06,999.0,500.0,0.0,500.0,Naive Bayes + Rule-Based Planning,REORDER_TRIGGER,"Reorder recommended because net available inventory (0.0) is at or below the reorder trigger, stockout risk is Low (0.00), and MOQ rules require an order quantity of 1000 units.",MOQ_APPLIED,Pending,
497,2026-03-08,8141,RM16-T-HNDL,0,0.0,Low,3.2770019659521374e-06,REORDER,1000,1,2026-07-06,999.0,500.0,0.0,500.0,Naive Bayes + Rule-Based Planning,REORDER_TRIGGER,"Reorder recommended because net available inventory (0.0) is at or below the reorder trigger, stockout risk is Low (0.00), and MOQ rules require an order quantity of 1000 units.",MOQ_APPLIED,Pending,
498,2026-03-08,8142,RM16-T-UPHNDL,0,0.0,Low,3.2770019659521374e-06,REORDER,1000,1,2026-07-06,999.0,500.0,0.0,500.0,Naive Bayes + Rule-Based Planning,REORDER_TRIGGER,"Reorder recommended because net available inventory (0.0) is at or below the reorder trigger, stockout risk is Low (0.00), and MOQ rules require an order quantity of 1000 units.",MOQ_APPLIED,Pending,
499,2026-03-08,8143,RM16-T-LOHNDL,0,0.0,Low,3.2770019659521374e-06,REORDER,1000,1,2026-07-06,999.0,500.0,0.0,500.0,Naive Bayes + Rule-Based Planning,REORDER_TRIGGER,"Reorder recommended because net available inventory (0.0) is at or below the reorder trigger, stockout risk is Low (0.00), and MOQ rules require an order quantity of 1000 units.",MOQ_APPLIED,Pending,
500,2026-03-08,8144,RM16-U-UPHNDL,0,0.0,Low,3.2770019659521374e-06,REORDER,1000,1,2026-07-06,999.0,500.0,0.0,500.0,Naive Bayes + Rule-Based Planning,REORDER_TRIGGER,"Reorder recommended because net available inventory (0.0) is at or below the reorder trigger, stockout risk is Low (0.00), and MOQ rules require an order quantity of 1000 units.",MOQ_APPLIED,Pending,
501,2026-03-08,8145,RM16-U-LOHNDL,0,0.0,Low,3.2770019659521374e-06,REORDER,1000,1,2026-07-06,999.0,500.0,0.0,500.0,Naive Bayes + Rule-Based Planning,REORDER_TRIGGER,"Reorder recommended because net available inventory (0.0) is at or below the reorder trigger, stockout risk is Low (0.00), and MOQ rules require an order quantity of 1000 units.",MOQ_APPLIED,Pending,
502,2026-03-08,8146,RM18-U-UPHNDL,0,0.0,Low,3.2770019659521374e-06,REORDER,1000,1,2026-07-06,999.0,500.0,0.0,500.0,Naive Bayes + Rule-Based Planning,REORDER_TRIGGER,"Reorder recommended because net available inventory (0.0) is at or below the reorder trigger, stockout risk is Low (0.00), and MOQ rules require an order quantity of 1000 units.",MOQ_APPLIED,Pending,
503,2026-03-08,8147,RM18-U-LOHNDL,0,0.0,Low,3.2770019659521374e-06,REORDER,1000,1,2026-07-06,999.0,500.0,0.0,500.0,Naive Bayes + Rule-Based Planning,REORDER_TRIGGER,"Reorder recommended because net available inventory (0.0) is at or below the reorder trigger, stockout risk is Low (0.00), and MOQ rules require an order quantity of 1000 units.",MOQ_APPLIED,Pending,
504,2026-03-08,8148,RM20-U-UPHNDL,0,0.0,Low,3.2770019659521374e-06,REORDER,1000,1,2026-07-06,999.0,500.0,0.0,500.0,Naive Bayes + Rule-Based Planning,REORDER_TRIGGER,"Reorder recommended because net available inventory (0.0) is at or below the reorder trigger, stockout risk is Low (0.00), and MOQ rules require an order quantity of 1000 units.",MOQ_APPLIED,Pending,
505,2026-03-08,8149,RM20-U-LOHNDL,0,0.0,Low,3.2770019659521374e-06,REORDER,1000,1,2026-07-06,999.0,500.0,0.0,500.0,Naive Bayes + Rule-Based Planning,REORDER_TRIGGER,"Reorder recommended because net available inventory (0.0) is at or below the reorder trigger, stockout risk is Low (0.00), and MOQ rules require an order quantity of 1000 units.",MOQ_APPLIED,Pending,
